"","year","month","avg_temp","max_temp","min_temp","preciptation","snow_inch","snow_mm"
"1",1995,"1",NA,38.8965517241379,25.3214285714286,0.199333333333333,0.407407407407407,8.61538461538461
"2",1995,"2",NA,47.5925925925926,26.6296296296296,0.0178571428571429,0.0929233753927858,2
"3",1995,"3",NA,42.6206896551724,25.7586206896552,0.292258064516129,0.14,4.31034482758621
"4",1995,"4",NA,48.48,28.0769230769231,0.0659259259259259,0,0.241379310344828
"5",1995,"5",NA,55.2222222222222,35.2068965517241,0.0983870967741936,0.0161290322580645,0
"6",1995,"6",NA,66.16,40.1034482758621,0.0153846153846154,0,0
"7",1995,"7",NA,74.2592592592593,46.2333333333333,0,0,0
"8",1995,"8",NA,75.9677419354839,48.8709677419355,0,0,0
"9",1995,"9",NA,72.3103448275862,44.2,0,0,0
"10",1995,"10",NA,64.64,38.5806451612903,0,0,0
"11",1995,"11",NA,57.8214285714286,34.7241379310345,0.00933333333333333,0,0
"12",1995,"12",NA,44.1724137931034,26.9655172413793,0.134838709677419,0.458620689655172,3
"13",1996,"1",NA,43.6896551724138,26.7096774193548,0.201935483870968,1.06896551724138,8.06451612903226
"14",1996,"2",NA,44.8076923076923,26.6071428571429,0.195714285714286,0.814814814814815,9.64
"15",1996,"3",NA,49,26.3666666666667,0.120322580645161,0.65,7.11538461538462
"16",1996,"4",NA,54.9090909090909,29.5714285714286,0.0616666666666667,0.0689655172413793,0.0357142857142857
"17",1996,"5",NA,59.08,35.8,0.0435483870967742,0,0
"18",1996,"6",NA,71.2222222222222,41.6896551724138,0.034,0,0
"19",1996,"7",NA,79.6,50.9666666666667,0.00129032258064516,0,0
"20",1996,"8",NA,78.5,49.3548387096774,0.0112903225806452,0,0
"21",1996,"9",NA,69.8076923076923,43.3103448275862,0.00366666666666667,0,0
"22",1996,"10",NA,59.16,35.5161290322581,0.0225806451612903,0.0161290322580645,0
"23",1996,"11",NA,48.8148148148148,30.4285714285714,0.088,0,0
"24",1996,"12",NA,41.88,28.7857142857143,0.245806451612903,0.230769230769231,8.33333333333333
"25",1997,"1",NA,40.5172413793103,23.8888888888889,0.32258064516129,0,4.65384615384615
"26",1997,"2",NA,43.0769230769231,25,0.0167857142857143,0,1.07142857142857
"27",1997,"3",NA,53.0344827586207,28.8709677419355,0.003,0,0
"28",1997,"4",NA,51.6428571428571,29.1034482758621,0.007,0,0
"29",1997,"5",NA,65.75,39.0689655172414,0.0032258064516129,0,0
"30",1997,"6",NA,67.2916666666667,42.4666666666667,0.042,0,0
"31",1997,"7",NA,75.1851851851852,47.6774193548387,0.00193548387096774,0,0
"32",1997,"8",NA,77,49,0,0,0
"33",1997,"9",NA,70.6296296296296,45,0.0116666666666667,0,0
"34",1997,"10",NA,59.8148148148148,34.9,0.0148387096774194,0,0
"35",1997,"11",NA,49.0689655172414,31.3666666666667,0.0536666666666667,0,0
"36",1997,"12",NA,39.1428571428571,21.6206896551724,0.0493333333333333,0.392857142857143,3.38709677419355
"37",1998,"1",NA,41.8928571428571,26.5,0.155333333333333,1.03448275862069,5.43333333333333
"38",1998,"2",NA,36.7037037037037,23.84,0.22,1.69230769230769,16.3703703703704
"39",1998,"3",NA,46.1071428571429,26.7,0.136451612903226,0.266666666666667,5.27586206896552
"40",1998,"5",NA,51.8421052631579,31.6896551724138,0.0848275862068966,0,0.31578947368421
"41",1998,"6",NA,64.75,40.8965517241379,0.1,0,0
"42",1998,"7",NA,77.7307692307692,47.7666666666667,0.00258064516129032,0,0
"43",1998,"8",NA,80.6896551724138,49.6451612903226,0,0,0
"44",1998,"9",NA,68.8461538461538,45.7666666666667,0.0863333333333333,0,0
"45",1998,"10",NA,56.1785714285714,34.2413793103448,0.0274193548387097,0,2.96927465507013
"46",1998,"11",NA,46.037037037037,28.9,0.086,0.148148148148148,0.217391304347826
"47",1998,"12",NA,41.5714285714286,20.76,0.0456666666666667,0.616666666666667,2.08
"48",1999,"1",NA,43.4444444444444,24.6923076923077,0.104193548387097,0,3.39285714285714
"49",1999,"2",NA,41.6666666666667,22.64,0.186071428571429,1.35185185185185,11.6923076923077
"50",1999,"3",NA,46.9642857142857,25.258064516129,0.0358064516129032,0.233333333333333,1.78571428571429
"51",1999,"4",NA,48.72,27.1481481481481,0.0496428571428572,0.551724137931035,3.12
"52",1999,"5",NA,61.6551724137931,35.3666666666667,0.00483870967741936,0,0
"53",1999,"6",NA,69.28,40.75,0.0166666666666667,0,0
"54",1999,"7",NA,76.2758620689655,48.5333333333333,0,0,0
"55",1999,"8",NA,73.6296296296296,45.9310344827586,0.0067741935483871,0,0
"56",1999,"9",NA,73.4615384615385,43.9333333333333,0.011,0,0
"57",1999,"10",NA,67.5,39.0645161290323,0.0193548387096774,0,0
"58",1999,"11",NA,55,32.8333333333333,0.037,0,0
"59",1999,"12",NA,45.1379310344828,24.4666666666667,0.00903225806451613,0.05,0.115384615384615
"60",2000,"1",NA,41.5172413793103,26.258064516129,0.162258064516129,0.379310344827586,0.357142857142857
"61",2000,"2",NA,41.3846153846154,27.6538461538462,0.141034482758621,0.571428571428572,1.11111111111111
"62",2000,"3",NA,48.5714285714286,26.741935483871,0.00733333333333334,0,0.833333333333333
"63",2000,"4",NA,56.9166666666667,32.7586206896552,0.0303333333333333,0,0
"64",2000,"5",NA,62.0416666666667,38.5,0.0816129032258065,0,0
"65",2000,"6",NA,74.8518518518518,45.3333333333333,0.00466666666666667,0,0
"66",2000,"7",NA,75.7333333333333,46.741935483871,0,0,0
"67",2000,"8",NA,78.1071428571429,49.7333333333333,0.00967741935483871,0,0
"68",2000,"9",NA,70.5333333333333,43.2857142857143,0,0,0
"69",2000,"10",NA,58.5,36.1935483870968,0.0329032258064516,0.032258064516129,0
"70",2000,"12",NA,44.1666666666667,27.1290322580645,0,0.0129032258064516,0.16
"71",2001,"1",NA,41.4,21.4,0.0366666666666667,0.0740740740740741,2.72
"72",2001,"2",NA,39.6153846153846,19.1153846153846,0.0492592592592593,0.2,2.08333333333333
"73",2001,"3",NA,51.6,28.8148148148148,0.0170967741935484,0,0.0357142857142857
"74",2001,"4",NA,50.3461538461538,27.7391304347826,0.053448275862069,0,0.148148148148148
"75",2001,"5",NA,69.6451612903226,41.5806451612903,0,0,0
"76",2001,"6",NA,71.6785714285714,44.3666666666667,0,0,0
"77",2001,"7",NA,75.962962962963,48.8709677419355,0.0158064516129032,0,0
"78",2001,"8",NA,80.7096774193548,50.4666666666667,0,0,0
"79",2001,"9",NA,74.5555555555556,46.1379310344828,0.007,0,0
"80",2001,"10",NA,67.1071428571429,40.4642857142857,0.00967741935483871,0,0
"81",2001,"11",NA,50.3793103448276,30.5714285714286,0.0806896551724138,0.3,0.461538461538462
"82",2001,"12",NA,39.9354838709677,24.1612903225806,0.13258064516129,0.166666666666667,9.20689655172414
"83",2002,"1",NA,40.7857142857143,21.4827586206897,0.0589285714285714,0,0.88
"84",2002,"2",NA,47.5555555555556,25.6666666666667,0.0328571428571428,0,0.1
"85",2002,"3",NA,45.6538461538462,23.6896551724138,0.0667741935483871,0.310344827586207,0.833333333333333
"86",2002,"4",NA,54.3478260869565,31.1785714285714,0.039,0.0666666666666667,0.142857142857143
"87",2002,"5",NA,62.3333333333333,35.1034482758621,0.00612903225806452,0,0
"88",2002,"6",NA,74.3333333333333,43.4615384615385,0,0,0
"89",2002,"7",NA,80.9666666666667,51.1612903225806,0.00548387096774194,0,0
"90",2002,"8",NA,78.3,48.9354838709677,0,0,0
"91",2002,"9",NA,73.1153846153846,45.1,0,0,0
"92",2002,"10",NA,62.2592592592593,35.9032258064516,0,0,0
"93",2002,"11",NA,51.448275862069,30.3448275862069,0.092,0,0
"94",2002,"12",NA,41.1153846153846,25.3,0.180322580645161,0,9.57692307692307
"95",2003,"1",NA,48.4827586206897,29.7666666666667,0.0190322580645161,0,7.4
"96",2003,"2",NA,43.6153846153846,22.3461538461538,0.0407142857142857,0,0.458333333333333
"97",2003,"3",NA,49.9666666666667,27.8709677419355,0.0251612903225806,0,0.129032258064516
"98",2003,"4",NA,44.5384615384615,26.5,0.13,1,2.2962962962963
"99",2003,"5",NA,61.4333333333333,35.8,0.0170967741935484,0,0
"100",2003,"6",NA,72.8148148148148,42.8965517241379,0.00566666666666667,0,0
"101",2003,"7",NA,79.6551724137931,49.6666666666667,0.032258064516129,0,0
"102",2003,"8",NA,77.8076923076923,49.8965517241379,0.0480645161290323,0,0
"103",2003,"9",NA,75.5555555555556,46.1428571428571,0.00633333333333334,0,0
"104",2003,"10",NA,69.3703703703704,41.2,0.00419354838709677,0.032258064516129,0
"105",2003,"11",NA,44.6785714285714,28.1,0.0316666666666667,0,0.346153846153846
"106",2003,"12",NA,41.25,25.2222222222222,0.173870967741935,0.37037037037037,4.63333333333333
"107",2004,"1",NA,42.7857142857143,26.25,0.0493548387096774,0.310344827586207,6.75
"108",2004,"2",NA,39.3333333333333,24.1111111111111,0.148275862068966,0.230769230769231,4.23529411764706
"109",2004,"3",NA,53.8333333333333,30.8275862068966,0.0116129032258065,0,1.8
"110",2004,"4",NA,55.8888888888889,32.7,0,0,0
"111",2004,"5",NA,61.8571428571429,37.6666666666667,0.0238709677419355,0,0
"112",2004,"6",NA,71.9655172413793,43.2758620689655,0.002,0,0
"113",2004,"7",NA,77.5925925925926,50.4333333333333,0.00032258064516129,0,0
"114",2004,"8",NA,76.4074074074074,51.258064516129,0.0225806451612903,0,0
"115",2004,"10",NA,57,35.5333333333333,0.118064516129032,0,1.5
"116",2004,"11",NA,47.44,27.8965517241379,0.0789285714285714,0.9,0
"117",2004,"12",NA,43.1034482758621,25.4642857142857,0.116333333333333,1.13793103448276,3.7037037037037
"118",2005,"1",NA,37.3,24.5483870967742,0.118709677419355,0.428571428571429,20.9285714285714
"119",2005,"2",NA,42,28.1071428571429,0.0646153846153846,0,3.88461538461538
"120",2005,"3",NA,48.5862068965517,29.0967741935484,0.0672413793103448,0,1.89285714285714
"121",2005,"4",NA,52.3333333333333,29.6896551724138,0.028,0,0
"122",2005,"7",NA,81.9259259259259,51.5357142857143,0,0,0
"123",2005,"9",NA,70.7037037037037,43.7777777777778,0.00166666666666667,0,0
"124",2005,"10",NA,60.7857142857143,37.6551724137931,0.0451612903225806,0,0
"125",2005,"11",NA,53.64,32.5,0.033,0,0.153846153846154
"126",2006,"1",NA,42.9655172413793,25.0344827586207,0.138387096774194,0.344827586206896,7.4
"127",2006,"2",NA,45.9090909090909,23.3846153846154,0.0553571428571428,0,0.321428571428572
"128",2006,"3",NA,40.2903225806452,23.1428571428571,0.134838709677419,0.222222222222222,4.41176470588235
"129",2006,"4",NA,50.5714285714286,31.8846153846154,0.1076,0.032,1.33333333333333
"130",2006,"5",NA,64.6551724137931,38.7333333333333,0.0112903225806452,0,0
"131",2006,"6",NA,74.8846153846154,45.4166666666667,0.0206666666666667,0,0
"132",2006,"7",NA,80.0689655172414,51.6551724137931,0,0,0
"133",2006,"8",NA,77.5714285714286,48.4333333333333,0,0,0
"134",2006,"9",NA,74.2916666666667,43.9285714285714,0,0,0
"135",2006,"11",NA,48.7857142857143,30.1923076923077,0.0160714285714286,0.05,0
"136",2006,"12",NA,42.4516129032258,24.3666666666667,0.0451612903225806,0.0333333333333333,0.846153846153846
"137",2007,"1",NA,41.448275862069,19.25,0.023448275862069,0,0.0370370370370371
"138",2007,"2",NA,43.6923076923077,26.1538461538462,0.137857142857143,0.36,2.75
"139",2007,"3",NA,54.48,28.6666666666667,0.0251612903225807,0,2.48
"140",2007,"4",NA,54.4,31.4,0.035,0.333333333333333,0.285714285714286
"141",2007,"5",NA,68.1428571428571,39.3,0.00741935483870968,0,0
"142",2007,"8",NA,79.4,48.8064516129032,0.0229032258064516,0,0
"143",2007,"9",NA,69.9655172413793,42.6333333333333,0.038,0,0
"144",2007,"10",NA,60.56,36.4838709677419,0.0336666666666667,0.00645161290322581,0
"145",2007,"11",NA,53.3214285714286,32.0666666666667,0.0213333333333333,0,0
"146",2007,"12",NA,40.5357142857143,23.3333333333333,0.0751612903225806,0.0111111111111111,1.95238095238095
"147",2008,"2",NA,44.6071428571429,24.2142857142857,0.110344827586207,0.416666666666667,18.1923076923077
"148",2008,"5",NA,61.1071428571429,35.7741935483871,0.0332258064516129,0,0
"149",2008,"7",NA,80.5714285714286,48.9333333333333,0,0,0
"150",2008,"8",NA,81.0333333333333,52.3,0,0,0
"151",2008,"9",NA,75.7333333333333,43.5,0,0,0
"152",2008,"10",NA,62.4666666666667,35.8709677419355,0.00967741935483871,0,0
"153",2008,"12",NA,42.4814814814815,22.8076923076923,0.0635483870967742,0.148148148148148,2.82142857142857
"154",2009,"1",NA,46.1153846153846,24.7,0.047741935483871,0,0.92
"155",2009,"2",NA,41.1071428571429,21.8888888888889,0.0346428571428571,0.5,1.39285714285714
"156",2009,"3",NA,46.1333333333333,25.6333333333333,0.084,0.5,2.13333333333333
"157",2009,"4",NA,53.7666666666667,30.9,0.007,0.0666666666666667,0
"158",2009,"5",NA,66,40,0.0309677419354839,0,0
"159",2009,"6",NA,67.6551724137931,43.25,0.0244827586206897,0,0
"160",2009,"7",NA,80.3548387096774,50.9,0,0,0
"161",2009,"8",NA,78.448275862069,49.7,0,0,0
"162",2009,"9",NA,76.8620689655172,46.9,0,0,0
"163",2009,"10",NA,58.4137931034483,33.7333333333333,0.0661290322580645,0.032258064516129,0
"164",2009,"11",NA,51.4666666666667,30.4666666666667,0.0263333333333333,0.166666666666667,0.166666666666667
"165",2009,"12",NA,41.1724137931034,22.9655172413793,0.103214285714286,1.97096774193548,6.86666666666667
"166",2010,"1",NA,41.551724137931,25.8275862068966,0.0916129032258065,0,5.95833333333333
"167",2010,"2",NA,42.92,25.9285714285714,0.0542307692307692,0.288461538461539,3.25925925925926
"168",2010,"3",NA,47.4827586206897,26.3103448275862,0.0683870967741936,0.206896551724138,0.851851851851852
"169",2010,"4",NA,46.2307692307692,26.8666666666667,0.074,0.172413793103448,1.20833333333333
"170",2010,"5",NA,53.5,31.2068965517241,0.0312903225806452,0.258064516129032,0.206896551724138
"171",2010,"6",NA,68.3703703703704,42.1724137931034,0.000666666666666667,0,0
"172",2010,"7",NA,79.4333333333333,47.4666666666667,0,0,0
"173",2010,"8",NA,76.1851851851852,47.2857142857143,0.0293103448275862,0,0
"174",2010,"9",NA,73.3103448275862,43.8148148148148,0,0,0
"175",2010,"10",NA,58.3103448275862,39.2222222222222,0.133548387096774,0,0
"176",2010,"11",NA,47.9655172413793,27.9642857142857,0.4075,15.2857142857143,1.46613922475991
"177",2010,"12",NA,43.3448275862069,26.7931034482759,0.848,1.47377733501204,4.64285714285714
"178",2011,"1",NA,43.9310344827586,24.8965517241379,0.295,6.5,6.47058823529412
"179",2011,"4",NA,51.5,29.6785714285714,0.125,1.12777777777778,1
"180",2011,"7",NA,76.6451612903226,47.0645161290323,0.44,1.12777777777778,1.15770308123249
"181",2011,"8",NA,78.1724137931034,47.9310344827586,0,0,0
"182",2011,"9",NA,75.4137931034483,48.1379310344828,0,0,0
"183",2011,"10",NA,62.258064516129,38.7,0,0,0
"184",2011,"11",NA,48.8275862068966,28.3448275862069,0.028,0.266666666666667,0.633333333333334
"185",2011,"12",NA,49,25.75,0,0,0
"186",2012,"1",NA,44.8571428571429,30.2,0.33,1.25,3.2
"187",2012,"2",NA,44.3448275862069,24.4642857142857,0.0410714285714286,0.5,0.931034482758621
"188",2012,"3",NA,47.8,28,0.0711111111111111,1,2.28571428571429
"189",2012,"4",NA,58.25,30.6666666666667,0,0,0.833333333333333
"190",2012,"5",NA,66.75,37.3333333333333,0,0,0
"191",2012,"6",NA,72.3333333333333,54,0.025,0,0
"192",2012,"7",NA,79.1428571428571,51,0,0,0
"193",2012,"8",NA,82,53.741935483871,0.00161290322580645,0.462011494252874,1.3388013136289
"194",2012,"9",NA,76.7307692307692,49.3448275862069,0,0.462011494252874,1.3388013136289
"195",2012,"10",NA,62.8965517241379,40.2758620689655,0.0266666666666667,0,0
"196",2012,"11",NA,51.1,32.1724137931034,0.115666666666667,0.266666666666667,0.413793103448276
"197",2012,"12",NA,40.3103448275862,25,0.233928571428571,1.60344827586207,5.72413793103448
"198",2013,"1",NA,41.1935483870968,21.0666666666667,0.0148387096774194,0.145161290322581,7.70967741935484
"199",2013,"2",NA,44.1851851851852,23.3703703703704,0,0,0
"200",2013,"3",NA,51.5333333333333,29.5483870967742,0.0267741935483871,0.161290322580645,0.161290322580645
"201",2013,"4",NA,56.2333333333333,32.4,0.00733333333333334,0,0
"202",2013,"5",NA,60.5,36.9655172413793,0.0590322580645161,0,0
"203",2013,"6",NA,73.2857142857143,44.0689655172414,0.00966666666666667,0.063541982674352,0.83880742913001
"204",2013,"7",NA,81.4193548387097,52.2903225806452,0,0,0
"205",2013,"8",NA,76.3548387096774,47.258064516129,0.0032258064516129,0,0
"206",2013,"9",NA,70.2666666666667,46.8333333333333,0.00666666666666667,0,0
"207",2013,"10",NA,58.0967741935484,33.5333333333333,0.0133333333333333,0.0333333333333333,0.0333333333333333
"208",2013,"11",NA,52.0666666666667,31.5,0.00535714285714286,0.0172413793103448,0
"209",2013,"12",NA,43.7,22.3225806451613,0.0258064516129032,0.341935483870968,1.32258064516129
"210",2014,"1",NA,48.9677419354839,28.1935483870968,0.0693548387096774,0.290322580645161,0.516129032258065
"211",2014,"2",NA,47.0357142857143,25,0.173928571428571,0.417857142857143,2
"212",2014,"3",NA,50.9677419354839,26.9032258064516,0.0353333333333333,0.0833333333333333,0.0645161290322581
"213",2014,"4",NA,57,31.6333333333333,0.026,0.166666666666667,0.333333333333333
"214",2014,"5",NA,62.5483870967742,35.4838709677419,0.0445161290322581,0.0709677419354839,0
"215",2014,"6",NA,73.6,42.1666666666667,0,0,0
"216",2014,"7",NA,81.3,51.8666666666667,0.101290322580645,0,0
"217",2014,"8",NA,75.6,49,0.0129032258064516,0,0
